Tytuł,Data publikacji,Liczba wyświetleń,Liczba polubień,Liczba komentarzy,Tagi filmu,Kategorie filmu,Channel_id,Długość filmu,Informacje o lokalizacji,Rodzaj filmu,video_id
Colonies of Poland? - Unknown History,2019-11-02T16:00:11Z,12095,483,68,"['mapping', 'alternate', 'future', 'of', 'europe', 'afoe', 'map', 'j_gamer', 'history', 'in', 'Countryballs', 'Country', 'Balls', 'Poland', 'Courland', 'Polish', 'Lithuanian', 'Commonwealth', 'PLC', 'Couronian', 'Latvia', 'Latvian', 'Jakob', 'Kettler', 'Russia', 'colony', 'colonies', 'education', 'lithuania', 'Poland-Lithuania', 'Tobago', 'caribbean', 'trinidad', 'gambia', 'trade', 'colonialism', 'republic', 'information', 'africa', 'south', 'america']",1,UCcZVu1P1NcuAyeTq_7tN6Hw,PT3M42S,{},hd,UXu3CRh_x9g
Rozwiązania low-code | Rewolucja w procesach biznesowych,2023-11-27T15:34:31Z,41,0,0,[],28,UCQ3UQ7RJPEYnAWC_rPE5Dxg,PT1M31S,{},hd,YCGf5B21V9o
Magic rainbow in Poland ⛈🌦🌈🌈🌈 #rainbow #poland #magic,2023-11-08T16:00:30Z,85,7,6,"['rainbow', 'over the rainbow', 'poland', 'beautiful rainbow', 'beautiful rainbow in the sky', 'rainbow in road', 'rainbow in the sky', 'magic rainbow', 'rainbow in poland', 'sky and rainbow', 'blue sky and rainbows', 'full rainbow', 'радуга', 'радуга в небе']",19,UC4ozoysELZ15tBOjeCIdGIA,PT16S,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,A5nT8GbqMDs
[POLAND VLOG] Enjoying the good weather in Warsaw,2023-11-26T07:00:10Z,110,13,3,"['Poland vlog', 'Warsaw vlog', 'Korean in Poland', 'Korean-Polish couple', '한폴커플', '폴한커플', '폴란드 브이로그', '바르샤바 브이로그', '가을', '국제커플', '폴란드']",22,UCf7decCsF5LEuax23arzdLQ,PT5M48S,{},hd,HFuB-U83Fk0
I love Poland #ilovepoland,2022-10-01T16:30:09Z,722389,30514,813,[],1,UCgw9hQpHkAiik3-UCHSPxDw,PT22S,{},hd,30c4EbEPQsw
Norway vs Poland | America's Got Talent,2023-02-19T10:00:26Z,1151,40,6,"['Teacher Paul reacts', 'agt', 'sara james agt reaction', 'sara james reaction', 'agt reaction', 'reaction', 'sara james reaction agt', 'poland reaction', 'sarah james agt reaction', 'angelina jordan agt reaction', 'angelina jordan norway reaction', 'reactions', 'music reaction', 'reaction videos']",24,UCT99PQ5nkgshVaoBlU5jiKw,PT59S,{},hd,f0jBelCLoJI
Motobazar Wrocław 2023 Listopad - Sokół 1000 na Złomie OldtimerBazar,2023-11-21T19:00:08Z,12226,340,124,"['stare motocykle', 'motovlogger', 'motovlog', 'moto weteran bazar', 'moto bazar', 'ceny motocykli na motobazarze', 'ceny motocykli', 'ceny motocykli używanych', 'wsk', 'jaka cena motocykla', 'bazar motocyklowy', 'bazar motocykli', 'moto weteran', 'motocykle do 10 tys', 'motobazar', 'jarmark staroci', 'targ staroci', 'pchli targ', 'flohmarkt', 'targ staroci 2023', 'giełda staroci', 'starocie z targu', 'skarby z targu staroci']",2,UCyUkGTIuLmxxWP20Uox7ecA,PT36M49S,{},hd,ud8YZnJ3kNc
Dutch far-right populist seeks to form government after shock election victory,2023-11-23T18:37:24Z,68793,698,1868,"['latest news', 'Happening Now', 'CNN', 'Richard Quest', 'One World', 'Anna Stewart', 'Geert Wilders', 'Freedom Party', 'PVV', 'The Netherlands', 'Dutch', 'Europe', 'EU', 'European Union', 'European Populism', 'Brussells', 'Marine Le Pen', 'Viktor Orban', 'President Emmanuel Macron', 'Immigration']",25,UCupvZG-5ko_eiXAupbDfxWw,PT4M2S,{},hd,KkiFbn-jSx0
Golden Splendor/ Exploring Autumn's Beauty in Poland,2023-11-26T17:00:07Z,117,7,1,"['Keleo cover', 'Autumn poland', 'golden autumn', 'cold countries autumn', 'golden leaves', 'road trip', 'aesthetic travel video', 'autumn road trip', 'forest', 'autumn nature', 'lake', 'lake autumn', 'guitar playing', 'autumn bonfire', 'fire lake', 'fire autumn', 'trip autumn', 'forest bonfire', 'short movie']",19,UC5486lEOQv-EzHwFtNaBeXQ,PT3M34S,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,6gFxazzRiIs
Residence permit in Poland,2023-07-14T09:01:19Z,1923,15,0,"['trc in poland', 'residence permit poland', 'polish residence car', 'trc for students', 'work permit A type', 'zezwolenie na pobyt dla cudzoziemca', 'zezwolenie na pracę\xa0typ a', 'pozwolenie na prace dla obcokrajowca', 'legalizacja pobytu', 'legalizacja pracy', 'karta pobytu', 'informacja starosty', 'opinia starosty', 'residency card in poland', 'relocation consultant', 'immigration expert', 'immigration agency', 'immigration lawyer']",29,UCEPcXtE48bsbJ9S_nG9tNLg,PT11S,"{'latitude': 52.2296756, 'longitude': 21.0122287, 'altitude': 0}",hd,frjFSa5ObvI
Inside Rehearsals... Cold War,2023-11-27T13:28:02Z,1747,6,1,"['anya chalotra', 'the witcher actress', 'the witcher yennefer', 'luke thallon', 'elliot levey', 'sophie maria wojna', 'alzbeta matysakova', 'anastasia martin', 'cold war film']",24,UCWXfkNfLqo-gVaJJ_ujqWTQ,PT1M19S,{},hd,4SQdS_3ssi4
[Wrocław VLOG] Trying Korean food in Poland,2022-12-18T08:00:17Z,631,34,13,"['poland vlog', 'life in poland', '폴란드', '폴란드 브이로그', '유럽 여행', '폴란드 일상', '브이로그', '유럽 브이로그', '한폴 국제커플', '국제커플', 'vlog', 'long weekend', 'wroclaw vlog', 'wrocław vlog', 'Korean food', 'food trip', '브로츠와프 여행', '브로츠와프 브이로그', '브로츠와프 한국식당', 'wrocław trip']",22,UCf7decCsF5LEuax23arzdLQ,PT10M9S,{},hd,sQPK4G-qEuc
POV truck Driving MAN TGX || From England to Poland || 4K 60fps || HGV Driver #truck #driver #MANTGX,2022-05-22T06:56:17Z,1124,40,8,"['euro truck simulator', 'euro truck simulator 3', 'truck driver', 'kauritel', 'MAN', 'MAN TGX', 'man tgx 2022', 'trucker', 'vlog', 'kaurite', 'trucking', 'driving', 'pov', 'pov drive', 'euro truck simulator 2', 'money', '2021 man tgx cabin', '2021 man tgx interior', 'truck driver pay', 'acceleration', 'vlogs', 'funny vlogs', 'vlogger', 'germany', 'UK', 'england', 'germany 4k', 'life in germany', 'germany travel', 'French', 'Country', 'parking', 'truck', 'trucks', 'HGV', 'hgv', 'hgv driver', 'hgv vlogger', 'truck driver europe', 'truck europe', 'Lorry driver', 'HGV Driver']",2,UCPheJiufcmkt90LT_TGdd0g,PT10M41S,{},hd,Yui3Jj1dU5I
"Things you should know before coming to Poland, SIMcard,apartments,Trc residence Card,Grocery shops",2023-06-13T11:05:21Z,14774,38,7,"['Poland', 'poland SIM card', 'Grocery in poland', 'Poland lifestyle', 'Trc card poland', 'Poland residence card', 'I respect poland', 'Wrocław poland', 'Indians in poland', 'Poland Hindi vlog', 'Rahul Solanki', 'Indian grocery in Poland', 'Indian YouTuber in Poland', 'Nepali in Poland', 'Apartment in Poland', 'Rent Poland', 'Karta pobytu']",22,UCfg9QMsuWb7BfG2roDYJUMQ,PT5M34S,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,5Sxpw5nJtC4
How  to Rent a Bike(Bicycle) in Poland |  How Much Does Bike Cost | Explore Poland By Bike 🚴‍♂️,2023-06-28T14:22:03Z,114,4,2,"['cycling', 'cyclinglife', 'cyclingphotos', 'cyclingshots', 'roadcycling', 'instacycling', 'upcycling', 'stravacycling', 'recycling', 'cyclingpics', 'indoorcycling', 'lovecycling', 'cyclinglove', 'igerscycling', 'cyclinggirl', 'bicycling', 'carbcycling', 'cyclingkit', 'cyclingphoto', 'cyclingphotography', 'cyclingapparel', 'cyclingaddict', 'cyclingstyle', 'womenscycling', 'procycling', 'cyclingday', 'cyclingadventures', 'cyclingpassion', 'cyclinglifestyle', 'adventurecycling', 'cyclingwear', 'cyclingtour', 'cyclingporn', 'cyclingfans', 'goprocycling', 'ilovecycling', 'cyclingfashion', 'cyclingtips']",22,UCiedkfU9JnZLAwotAgiOBTw,PT1M30S,{},hd,FWu1dPYuSyY
President Duda: Hungary and Poland Founded On Christianity,2016-10-23T21:11:27Z,57579,1742,216,"['Hungary', 'Poland', 'nationalism', 'communism', 'Budapest', 'rally', 'music', 'song']",29,UCRXg7jqg6lGxbbylZsgowqg,PT2M30S,{},sd,Aj2RHeqFv4E
Solo hiking in Poland's primeval forests & Giant Mountains (Karkonosze),2023-06-11T19:41:34Z,125,3,6,"['karkonosze', 'giant mountains', 'silent hiking', 'solo hiking', 'hiking solo', 'czech mountains', 'poland mountains', 'poland hiking', 'czech republic hiking', 'gay travel destination', 'gay vloggers', 'gay friendly', 'lgbt friendly', 'wild poland', 'wild czech republic', 'nature', 'nature in poland', 'poland nature', 'polish nature', 'polish forests', 'primeval forests', 'primeval woodland', 'woodland', 'snowy peaks', 'insta360x3', 'insta360', 'the lynx', 'deer', 'szrenica', 'borderlands', 'peak', 'summit', 'massif', 'cable car footage', 'adventure']",19,UCcc62PKiGhc0OYLgZUaJ9dg,PT15M,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,a0oAPY9cN3k
GOING TO BUDAPEST HUNGARY🇭🇺 FROM KRAKOW POLAND🇵🇱 | THE HEART OF EUROPE | WINTERHOLIDAYS | PART 1,2023-03-20T23:53:30Z,4331,879,11,[],22,UCg-KPg4xHULSz7eI1r-8CfQ,PT17M28S,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,hc5UR81M57c
YOUR DOCUMENTS IN POLAND // IMPORTANT INFORMATIONS ⎮African Queen in Poland🌍👸🏾🇵🇱,2019-03-03T09:27:39Z,13927,491,86,"['How to get documents in poland', 'african queen in poland', 'black in poland', 'african in poland', 'foreigner in poland', 'urzad wojewodzki', 'urzad stanu cywilnego', 'karta pobytu', 'moving to poland', 'how to get married in poland', 'how to exchange driving license in poland', 'how to get resident card in poland', 'what is PESEL number', 'how to get zameldowanie in poland', 'translation into polish', 'birth certificate', 'certificate of celibacy', 'poland immigration', 'living in poland', 'expats in poland']",22,UCYYSKjsFjBB_zF7ixspIaKA,PT6M2S,{},hd,ZwJLxX5dowY
HOW TO USE TRAINS AND BUY TICKETS FOR POLISH TRAINS [PKP] [POLAND],2021-04-11T12:05:29Z,7778,113,12,"['poland', 'trains', 'toursim', 'tickets', 'connections', 'railway', 'travel', 'warsaw', 'warszawa', 'cracow', 'kraków', 'europe', 'pkp', 'pkp intercity', 'polregio', 'guide', 'tutorial']",19,UCPFZXJorG6SpCJevrvW9-mw,PT12M6S,{},hd,m-qMpGQ7h28
National Anthem: Poland - Mazurek Dąbrowskiego,2017-01-13T21:42:27Z,26734,284,21,"['poland has not yet perished', 'Jeszcze Polska Nie Zginela', 'polish national anthem', 'NATIONAL ANTHEM OF POLAND']",27,UCsFm2hSbsGkYI_x5kUTlG5g,PT2M47S,{},hd,qFKA3s0tC40
US soldiers in Poland 🇺🇸 💪 Protecting allies in Europe #Shorts,2022-12-31T10:00:14Z,230965,3268,250,"['short', 'shorts', 'new', 'youtubeshorts', 'youtube shorts', 'youtubeshort', 'youtube short', 'Soldiers', 'POLAND', 'Infantry', 'snipers', 'Polish', 'Airborne', 'systems', 'NATO', 'allies', 'America', 'Europe', 'U.S. Army', 'Army', 'polska', 'poland', 'polish', 'wow', 'top', 'best', 'europe', 'russia', 'rusia', 'russland', 'russia poland', 'amazing', 'awesome', 'artillery', 'himars', 'mortar', 'cool', 'military', 'army', 'marines', 'respect', 'usmc', 'navy', 'soldiers', 'usa', 'america', 'amerika', 'fun', 'funny', 'fyp', 'viral', 'for you', 'meme', 'machine', 'machine gun', 'gunner', 'militar', 'special', 'nato', 'otan', 'germany', 'aviation', 'air defence', 'defense']",22,UC2Pnvc2jxv8Ispcy7rbyF9Q,PT10S,{},hd,HH4JdOyvl6Q
REACTION • Blanka - Solo (Eurovision 2023 🇵🇱 Poland) | HELP TURKEY,2023-03-02T17:00:11Z,2054,81,59,"['eurovision 2023', 'eurovision', 'eurovision 2023 Poland', 'Eurovision 2023 reaction', 'Eurovision poland', 'Eurovision poland reaction', 'Eurovision 2023 poland reaction', 'Blanka Stajkow Eurovision', 'Blanka poland', 'Blanka Solo reaction', 'Blanka Solo', 'Solo eurovision reaction', 'Eurovision 2023 solo reaction', 'Blanka reaction', 'Eurovision Blanka', 'Blanka Solo Eurovision reaction', 'Eurovision 2023 Polonya tepki', 'esc 2023 poland reaction', 'eurowizji Blanka', 'Solo Blanka reaction', 'Blanka eurovision']",10,UCjpd20VB6J9Ng5fm3EdRHqA,PT7M6S,{},hd,XAWLYIS_zew
Gulf To Poland 🇵🇱 | Poland Work Visa 2022 | Jobs in Poland | Schengen Visa | Poland Jobs 2022 🇵🇱,2022-06-13T14:14:24Z,11887,435,69,"['poland free work visa 2022', 'poland free work permit', 'delivery jobs in poland 2022', 'how to apply for jobs in poland 2022', 'how to get poland work permit visa', 'packaging jobs in poland 2022', 'poland free work permit 2022', 'poland visa 2022', 'poland work permit', 'poland work permit visa', 'poland work permit visa 2022', 'poland work visa', 'supermarket jobs in poland 2022', 'Poland work visa for indians', 'Gulf To Poland', 'Factory Jobs in Poland', 'Truck Drivers Jobs in Poland', 'Construction Jobs']",19,UCVbzMvKzkdjKeXFwdtnkLfA,PT10M29S,{},hd,mqLnzEkJW8M
BLACK SPEAKING POLISH⎮African Queen in Poland🌍👸🏾🇵🇱,2019-10-21T17:13:58Z,4419,171,28,"['Black speaks polish', 'Black in polish television', 'african in poland', 'black in poland', 'black americans in poland', 'black polish boxer', 'black polish presentator', 'TTV Poland', 'polish television', 'POLSKA DLA POLAKÓW', 'Czarny Polak w Tczewie', 'TYPOWY DZIEŃ IMIGRANTA W POLSCE', 'czarny w polskiej telewizji', 'czarny mówiący po polsku', 'black in polish language']",19,UCYYSKjsFjBB_zF7ixspIaKA,PT2M44S,{},hd,VY8dBqW3gjg
SUZUKI V-STROM 800 DE po 11000km [ TEST OPINIA RECENZJA WADY ZALETY ],2023-11-27T21:24:52Z,1156,61,27,"['#Vtrom', '#800DE', '#SUZUKI']",2,UC4D-QHOP0oKNHbza-ry2n1w,PT31M52S,{},hd,U5rWtwf1klI
Is Poland Becoming Next Germany?,2023-11-25T16:15:01Z,1379,28,14,"['current affairs', 'economy news', 'geo facts', 'geoeconomics', 'globe', 'edutainment', 'world affairs', 'world news', 'poland', 'poland ukraine', 'poland europe', 'germany', ""why poland is quietly becoming europe's next superpower"", 'economy of poland', 'poland vs germany economy', 'germany poland', 'poland russia', 'poland is quietly becoming europe next superpower', 'poland military', ""why poland is quietly becoming europe's next superpower reaction"", 'is poland on its way to becoming the new germany? | money matters']",25,UCdW-RViPM2CRdPDEhS44B9A,PT12M23S,{},hd,NOSSr1jD3Co
Revealing My PeerBerry Strategy For 2024,2023-11-25T09:00:17Z,1876,179,18,"['peerberry', 'peerberry review', 'peerberry cash drag', 'peerberry auto invest', 'peerberry experience', 'peerberry avis', 'peerberry erfahrungen', 'peerberry russia', 'peerberry alternatives', 'peerberry trustpilot', 'peerberry p2pempire', 'p2pempire', 'p2p empire', 'peerberry no loans', 'is peerberry safe', 'peerberry keine kredite', 'peerberry referral', 'peerberry bonus', 'peerberry loan originators', 'peerberry affiliate', 'peerberry referral code']",27,UCoelblC2whsBZs4IYDJ4lfg,PT8M2S,{},hd,Q-8zbCH1An4
[sub] Dating Experience in Poland vs Japan | EN/PL/日本語,2023-11-26T19:00:30Z,1829,104,20,"['culture shock', 'Poland', 'Japan', 'Japanese', 'Life in Poland', 'Polish', 'cultural differences', 'Europe', 'ポーランド', '留学', 'ヨーロッパ', 'Polska', 'Japonia', 'Polka', 'Japonka', 'Życie w Polsce', 'szok kulturowy', 'Europa', 'dating', 'randkowanie', 'dating in Poland', 'związki', 'relationships']",22,UCDsu4wkYuPfjdPMgcCoS_7A,PT8M56S,"{'latitude': 50.0646501, 'longitude': 19.9449799, 'altitude': 0}",hd,nzLPhY1gxj8
Review from our client. Temporary Residence Permit done #poland #immigrationlawyer #relocation,2023-07-19T16:36:56Z,57,2,0,"['trc in poland', 'residence permit poland', 'polish residence car', 'trc for students', 'work permit A type', 'zezwolenie na pobyt dla cudzoziemca', 'zezwolenie na pracę\xa0typ a', 'pozwolenie na prace dla obcokrajowca', 'legalizacja pobytu', 'legalizacja pracy', 'karta pobytu', 'informacja starosty', 'opinia starosty']",29,UCEPcXtE48bsbJ9S_nG9tNLg,PT19S,"{'latitude': 52.2296756, 'longitude': 21.0122287, 'altitude': 0}",hd,OI7peM_I4jk
German reparations for Poland | WW2 | Polish war destructions,2022-10-30T23:00:13Z,1898,101,21,"['trueaboutpoland', 'poland', 'warsaw', 'ukraine', 'ukrainewar', 'reparations poland', 'poland ukraine war', 'russian reparations', 'ukraine russia war', 'ukraine war losses', 'destruction in ukraine', 'german reparations for poland', 'ukrainian troops', 'ukrainian war', 'ukrainian news', 'russia ukraine news', 'reparations germany ww2', 'reparations germany', 'reparations germany israel', 'poland as germany for reparations', 'poland as germany for war reparations', 'germany war reparations', 'ww2', 'germany ww2', 'world war II']",27,UCrczPT7DKWPlINJiyakVEkg,PT7M30S,"{'latitude': 52.2296756, 'longitude': 21.0122287, 'altitude': 0}",hd,Fx2otVYY1PI
Relocation to Poland | Employees Experience | Pluses and minuses | Adaptation and life in Poznan,2022-11-03T09:24:33Z,76455,33,3,"['softswiss познань', 'работа в softswiss', 'softswiss', 'softswiss вакансии', 'softswiss отзывы', 'softswiss стажировка', 'softswiss собеседование', 'softswiss reviews', 'softswiss igaming', 'igaming', 'softswiss careers', 'softswiss vacancies', 'softswiss poland', 'softswiss job', 'softswiss работа', 'softswisspeople', 'it', 'it company', 'tbilisi', 'georgia', 'softswiss tbilisi', 'softswiss georgia', 'softswiss it', 'softswiss warsaw', 'softswiss poznan', 'tech', 'softswiss jobs', 'softswiss life']",22,UCGrH6f2-Gn53LmXthsOuAYg,PT3M10S,{},hd,I2FqFR1bA6Q
Did you know in Poland...,2022-10-15T16:33:04Z,22731,924,42,"['fact', 'fact attak', 'facts', 'space', 'shorts', 'geogr', 'geography now', 'geography', 'geography maps', 'intresting facts', 'interesting facts', 'maps', 'google maps', 'shorts youtube', 'shorts video', 'shorts funny', 'france', 'world', 'uk', 'south america', 'india', 'pakistan', 'geo', 'nat geo', 'infomation', 'happy earth', 'trebbie', 'youtube', 'youtube shorts', 'bangladesh', 'asia', 'india borders', 'pakistan borders', 'pakistn', 'poland', 'empire', 'borders', 'border', 'polish', 'europe']",27,UC1a7fXjl9DTAlwqw5IjWGAA,PT12S,{},hd,PsXKCayz3_0
Poland: A glimpse of Warsaw and the Podlasie region,2023-04-24T19:08:25Z,88,6,0,"['travel', 'poland', 'europe', 'europa', 'polonia', 'pologne', 'monki', 'bialystok', 'goniadz', 'biebrza', 'bierza', 'tykocin', 'warsaw', 'varsovie', 'varsovia', 'warszawa', 'podlasie', 'podlaskie', 'podlasia', 'viaje', 'trip', 'slav', 'slavic', 'eslavo', 'eslava']",19,UCCMkULdI1wUI8RwsK6fE_9Q,PT9M36S,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,JGqqHliAfPc
Poland,2016-10-07T11:30:06Z,64,2,0,[],22,UCsPO51zgCtYJ6WDchbV-6Bw,PT2M21S,{},hd,aBjzJ7mk3og
Polish Troops train in Big Red One M1A2 Abram Tanks - Poland,2022-05-05T16:24:36Z,7619,156,19,"['tanks', 'poland', 'world of tanks', 'M1A2 Abram Tank', 'big red one', '2nd Battalion', '34th Armored Regiment', '1st Armored Brigade Combat Team', '1st Infantry Division', 'M1A2 Abrams SEPv3', 'M88A2 HERCULES', 'JAB bridge layer', 'polsh land forces', 'polish army', 'Wojska Lądowe', 'new polish abrams', 'abrams tank in action', 'bradley', 'bradley fighting vehicle in action', 'NATO', 'obn', 'v corps', 'abram tanks ordered by poland', 'm1 abrams tank', 'm1 abrams tank in action']",2,UCG8DSyu3A730WvsKWZeTofA,PT4M16S,"{'latitude': 53.5316199, 'longitude': 15.8138245, 'altitude': 0}",hd,kUeK9pRzwiQ
They let this TOP TRAVEL APP choose their next destination,2023-11-22T14:30:09Z,2935,8,0,"['top travel apps', 'best travel apps', 'cheap travel', 'flight ticket booking best app', 'travel app', 'kiwi app', 'kiwi.com flights', 'how to find the cheapest flights', 'cheap flight tickets', 'lithuania', 'vilnius lithuania', 'vilnius city tour', 'kaunas', 'what to visit in kaunas', 'uzupis vilnius', 'siauliai', 'latvia', 'riga latvia', 'riga', 'riga travel guide', 'travel europe', 'baltic travel', 'poland flight', 'riga to warsaw', 'southeast asia travel', 'travel tips', 'travel hacks', 'budget travel', 'world travel hackers']",19,UCs8tEYMhKRMnTiRgfAu1Ppg,PT2M31S,"{'latitude': 56.8073711, 'longitude': 25.1239319, 'altitude': 0}",hd,Tl78GQUldu0
